team,team_key,conference,source,rating
San Diego State,san diego state,Pac-12,meta:talent_raw,609.22
Colorado,colorado,Big 12,fpi,4.546
Colorado,colorado,Big 12,sp_plus,0.7
Colorado,colorado,Big 12,talent,5.9673
Colorado,colorado,Big 12,meta:returning_ppa,26.4
Colorado,colorado,Big 12,meta:sp_defense,25.0
Colorado,colorado,Big 12,meta:sp_offense,26.1
Colorado,colorado,Big 12,meta:sp_special,-0.5
Colorado,colorado,Big 12,meta:talent_raw,731.62
Memphis,memphis,American Athletic,elo,5.0226
Memphis,memphis,American Athletic,fpi,0.02
Memphis,memphis,American Athletic,sp_plus,0.3
Memphis,memphis,American Athletic,talent,-0.1692
Memphis,memphis,American Athletic,meta:elo_raw,1541.0
Memphis,memphis,American Athletic,meta:returning_ppa,20.7
Memphis,memphis,American Athletic,meta:sp_defense,29.2
Memphis,memphis,American Athletic,meta:sp_offense,29.0
Memphis,memphis,American Athletic,meta:sp_special,0.5
Memphis,memphis,American Athletic,meta:talent_raw,670.31
New Mexico,new mexico,Mountain West,fpi,-3.531
New Mexico,new mexico,Mountain West,sp_plus,0.0
New Mexico,new mexico,Mountain West,talent,-10.3903
New Mexico,new mexico,Mountain West,meta:returning_ppa,174.1
New Mexico,new mexico,Mountain West,meta:sp_defense,26.1
New Mexico,new mexico,Mountain West,meta:sp_offense,25.6
New Mexico,new mexico,Mountain West,meta:sp_special,0.6
New Mexico,new mexico,Mountain West,meta:talent_raw,568.19
Iowa State,iowa state,Big 12,fpi,-0.943
Iowa State,iowa state,Big 12,sp_plus,-0.4
Iowa State,iowa state,Big 12,talent,-0.2452
Iowa State,iowa state,Big 12,meta:returning_ppa,4.7
Iowa State,iowa state,Big 12,meta:sp_defense,23.2
Iowa State,iowa state,Big 12,meta:sp_offense,22.4
Iowa State,iowa state,Big 12,meta:sp_special,0.5
Iowa State,iowa state,Big 12,meta:talent_raw,669.55
James Madison,james madison,Sun Belt,fpi,-2.026
James Madison,james madison,Sun Belt,sp_plus,-0.9
James Madison,james madison,Sun Belt,talent,-8.3765
James Madison,james madison,Sun Belt,meta:returning_ppa,31.0
James Madison,james madison,Sun Belt,meta:sp_defense,27.2
James Madison,james madison,Sun Belt,meta:sp_offense,26.7
James Madison,james madison,Sun Belt,meta:sp_special,-0.4
James Madison,james madison,Sun Belt,meta:talent_raw,588.31
UTSA,utsa,American Athletic,fpi,-5.31
UTSA,utsa,American Athletic,sp_plus,-1.1
UTSA,utsa,American Athletic,talent,-1.6195
UTSA,utsa,American Athletic,meta:returning_ppa,234.1
UTSA,utsa,American Athletic,meta:sp_defense,31.1
UTSA,utsa,American Athletic,meta:sp_offense,29.9
UTSA,utsa,American Athletic,meta:sp_special,0.1
UTSA,utsa,American Athletic,meta:talent_raw,655.82
West Virginia,west virginia,Big 12,fpi,0.197
West Virginia,west virginia,Big 12,sp_plus,-1.3
West Virginia,west virginia,Big 12,talent,3.5632
West Virginia,west virginia,Big 12,meta:returning_ppa,21.1
West Virginia,west virginia,Big 12,meta:sp_defense,26.6
West Virginia,west virginia,Big 12,meta:sp_offense,25.3
West Virginia,west virginia,Big 12,meta:sp_special,0.1
West Virginia,west virginia,Big 12,meta:talent_raw,707.6
Fresno State,fresno state,Pac-12,fpi,-2.498
Fresno State,fresno state,Pac-12,sp_plus,-1.4
Fresno State,fresno state,Pac-12,talent,-6.2306
Fresno State,fresno state,Pac-12,meta:returning_ppa,104.6
Fresno State,fresno state,Pac-12,meta:sp_defense,22.4
Fresno State,fresno state,Pac-12,meta:sp_offense,21.0
Fresno State,fresno state,Pac-12,meta:sp_special,0.0
Fresno State,fresno state,Pac-12,meta:talent_raw,609.75
South Florida,south florida,American Athletic,fpi,-0.949
South Florida,south florida,American Athletic,sp_plus,-1.7
South Florida,south florida,American Athletic,talent,3.1838
South Florida,south florida,American Athletic,meta:returning_ppa,55.0
South Florida,south florida,American Athletic,meta:sp_defense,29.6
South Florida,south florida,American Athletic,meta:sp_offense,28.1
South Florida,south florida,American Athletic,meta:sp_special,-0.3
South Florida,south florida,American Athletic,meta:talent_raw,703.81
North Dakota State,north dakota state,Mountain West,elo,7.3124
North Dakota State,north dakota state,Mountain West,fpi,-1.237
North Dakota State,north dakota state,Mountain West,sp_plus,-1.8
North Dakota State,north dakota state,Mountain West,talent,-15.655
North Dakota State,north dakota state,Mountain West,meta:elo_raw,1562.0
North Dakota State,north dakota state,Mountain West,meta:sp_defense,25.9
North Dakota State,north dakota state,Mountain West,meta:sp_offense,24.1
North Dakota State,north dakota state,Mountain West,meta:sp_special,0.0
North Dakota State,north dakota state,Mountain West,meta:talent_raw,515.59
Syracuse,syracuse,ACC,fpi,-0.808
Syracuse,syracuse,ACC,sp_plus,-1.9
Syracuse,syracuse,ACC,talent,7.3676
Syracuse,syracuse,ACC,meta:returning_ppa,80.1
Syracuse,syracuse,ACC,meta:sp_defense,25.6
Syracuse,syracuse,ACC,meta:sp_offense,23.3
Syracuse,syracuse,ACC,meta:sp_special,0.4
Syracuse,syracuse,ACC,meta:talent_raw,745.61
Texas State,texas state,Pac-12,fpi,-4.26
Texas State,texas state,Pac-12,sp_plus,-2.1
Texas State,texas state,Pac-12,talent,-4.7232
Texas State,texas state,Pac-12,meta:returning_ppa,306.4
Texas State,texas state,Pac-12,meta:sp_defense,35.4
Texas State,texas state,Pac-12,meta:sp_offense,33.2
Texas State,texas state,Pac-12,meta:sp_special,0.1
Texas State,texas state,Pac-12,meta:talent_raw,624.81
Purdue,purdue,Big Ten,fpi,-0.929
Purdue,purdue,Big Ten,sp_plus,-2.2
Purdue,purdue,Big Ten,talent,2.6353
Purdue,purdue,Big Ten,meta:returning_ppa,111.7
Purdue,purdue,Big Ten,meta:sp_defense,27.0
Purdue,purdue,Big Ten,meta:sp_offense,24.2
Purdue,purdue,Big Ten,meta:sp_special,0.6
Purdue,purdue,Big Ten,meta:talent_raw,698.33
Stanford,stanford,ACC,elo,-9.4796
Stanford,stanford,ACC,fpi,-1.192
Stanford,stanford,ACC,sp_plus,-2.3
Stanford,stanford,ACC,talent,3.384
Stanford,stanford,ACC,meta:elo_raw,1408.0
Stanford,stanford,ACC,meta:returning_ppa,47.9
Stanford,stanford,ACC,meta:sp_defense,24.2
Stanford,stanford,ACC,meta:sp_offense,22.5
Stanford,stanford,ACC,meta:sp_special,-0.6
Stanford,stanford,ACC,meta:talent_raw,705.81
East Carolina,east carolina,American Athletic,fpi,-0.564
East Carolina,east carolina,American Athletic,sp_plus,-2.3
East Carolina,east carolina,American Athletic,talent,-4.8253
East Carolina,east carolina,American Athletic,meta:returning_ppa,50.6
East Carolina,east carolina,American Athletic,meta:sp_defense,26.3
East Carolina,east carolina,American Athletic,meta:sp_offense,24.1
East Carolina,east carolina,American Athletic,meta:sp_special,-0.2
East Carolina,east carolina,American Athletic,meta:talent_raw,623.79
Army,army,American Athletic,fpi,-5.63
Army,army,American Athletic,sp_plus,-2.4
Army,army,American Athletic,talent,-36.8499
Army,army,American Athletic,meta:returning_ppa,168.5
Army,army,American Athletic,meta:sp_defense,27.2
Army,army,American Athletic,meta:sp_offense,24.8
Army,army,American Athletic,meta:sp_special,0.1
Army,army,American Athletic,meta:talent_raw,303.83
Boston College,boston college,ACC,fpi,-2.668
Boston College,boston college,ACC,sp_plus,-2.5
Boston College,boston college,ACC,talent,-1.2011
Boston College,boston college,ACC,meta:returning_ppa,45.8
Boston College,boston college,ACC,meta:sp_defense,27.7
Boston College,boston college,ACC,meta:sp_offense,24.7
Boston College,boston college,ACC,meta:sp_special,0.5
Boston College,boston college,ACC,meta:talent_raw,660.0
Hawai'i,hawaii,Mountain West,elo,-4.4638
Hawai'i,hawaii,Mountain West,fpi,-4.027
Hawai'i,hawaii,Mountain West,sp_plus,-2.6
Hawai'i,hawaii,Mountain West,talent,-11.5283
Hawai'i,hawaii,Mountain West,meta:elo_raw,1454.0
Hawai'i,hawaii,Mountain West,meta:returning_ppa,234.7
Hawai'i,hawaii,Mountain West,meta:sp_defense,29.1
Hawai'i,hawaii,Mountain West,meta:sp_offense,25.9
Hawai'i,hawaii,Mountain West,meta:sp_special,0.6
Hawai'i,hawaii,Mountain West,meta:talent_raw,556.82
Air Force,air force,Mountain West,fpi,-6.842
Air Force,air force,Mountain West,sp_plus,-3.2
Air Force,air force,Mountain West,talent,-40.0007
Air Force,air force,Mountain West,meta:returning_ppa,185.9
Air Force,air force,Mountain West,meta:sp_defense,28.1
Air Force,air force,Mountain West,meta:sp_offense,24.8
Air Force,air force,Mountain West,meta:sp_special,0.1
Air Force,air force,Mountain West,meta:talent_raw,272.35
Miami (OH),miami oh,Mid-American,fpi,-6.994
Miami (OH),miami oh,Mid-American,sp_plus,-4.0
Miami (OH),miami oh,Mid-American,talent,-5.0675
Miami (OH),miami oh,Mid-American,meta:returning_ppa,31.9
Miami (OH),miami oh,Mid-American,meta:sp_defense,23.8
Miami (OH),miami oh,Mid-American,meta:sp_offense,19.2
Miami (OH),miami oh,Mid-American,meta:sp_special,0.5
Miami (OH),miami oh,Mid-American,meta:talent_raw,621.37
Washington State,washington state,Pac-12,fpi,-4.054
Washington State,washington state,Pac-12,sp_plus,-4.3
Washington State,washington state,Pac-12,talent,-4.1747
Washington State,washington state,Pac-12,meta:returning_ppa,228.3
Washington State,washington state,Pac-12,meta:sp_defense,24.6
Washington State,washington state,Pac-12,meta:sp_offense,20.4
Washington State,washington state,Pac-12,meta:sp_special,-0.1
Washington State,washington state,Pac-12,meta:talent_raw,630.29
Tulane,tulane,American Athletic,fpi,2.251
Tulane,tulane,American Athletic,sp_plus,-4.3
Tulane,tulane,American Athletic,talent,-0.6896
Tulane,tulane,American Athletic,meta:returning_ppa,72.5
Tulane,tulane,American Athletic,meta:sp_defense,27.7
Tulane,tulane,American Athletic,meta:sp_offense,22.8
Tulane,tulane,American Athletic,meta:sp_special,0.6
Tulane,tulane,American Athletic,meta:talent_raw,665.11
Liberty,liberty,Conference USA,fpi,-7.748
Liberty,liberty,Conference USA,sp_plus,-5.3
Liberty,liberty,Conference USA,talent,-3.8685
Liberty,liberty,Conference USA,meta:returning_ppa,86.9
Liberty,liberty,Conference USA,meta:sp_defense,31.1
Liberty,liberty,Conference USA,meta:sp_offense,26.0
Liberty,liberty,Conference USA,meta:sp_special,-0.2
Liberty,liberty,Conference USA,meta:talent_raw,633.35
Oregon State,oregon state,Pac-12,fpi,-8.101
Oregon State,oregon state,Pac-12,sp_plus,-5.6
Oregon State,oregon state,Pac-12,talent,-3.6243
Oregon State,oregon state,Pac-12,meta:returning_ppa,97.3
Oregon State,oregon state,Pac-12,meta:sp_defense,26.1
Oregon State,oregon state,Pac-12,meta:sp_offense,21.2
Oregon State,oregon state,Pac-12,meta:sp_special,-0.7
Oregon State,oregon state,Pac-12,meta:talent_raw,635.79
Western Michigan,western michigan,Mid-American,fpi,-4.037
Western Michigan,western michigan,Mid-American,sp_plus,-6.0
Western Michigan,western michigan,Mid-American,talent,-9.9889
Western Michigan,western michigan,Mid-American,meta:returning_ppa,155.5
Western Michigan,western michigan,Mid-American,meta:sp_defense,25.2
Western Michigan,western michigan,Mid-American,meta:sp_offense,19.6
Western Michigan,western michigan,Mid-American,meta:sp_special,-0.4
Western Michigan,western michigan,Mid-American,meta:talent_raw,572.2
Florida Atlantic,florida atlantic,American Athletic,fpi,-11.256
Florida Atlantic,florida atlantic,American Athletic,sp_plus,-6.1
Florida Atlantic,florida atlantic,American Athletic,talent,-7.8711
Florida Atlantic,florida atlantic,American Athletic,meta:returning_ppa,266.8
Florida Atlantic,florida atlantic,American Athletic,meta:sp_defense,34.3
Florida Atlantic,florida atlantic,American Athletic,meta:sp_offense,27.7
Florida Atlantic,florida atlantic,American Athletic,meta:sp_special,0.5
Florida Atlantic,florida atlantic,American Athletic,meta:talent_raw,593.36
Tulsa,tulsa,American Athletic,fpi,-8.963
Tulsa,tulsa,American Athletic,sp_plus,-6.1
Tulsa,tulsa,American Athletic,talent,-4.9204
Tulsa,tulsa,American Athletic,meta:returning_ppa,89.6
Tulsa,tulsa,American Athletic,meta:sp_defense,30.9
Tulsa,tulsa,American Athletic,meta:sp_offense,24.2
Tulsa,tulsa,American Athletic,meta:sp_special,0.5
Tulsa,tulsa,American Athletic,meta:talent_raw,622.84
Old Dominion,old dominion,Sun Belt,fpi,-4.435
Old Dominion,old dominion,Sun Belt,sp_plus,-6.9
Old Dominion,old dominion,Sun Belt,talent,-12.7864
Old Dominion,old dominion,Sun Belt,meta:returning_ppa,32.8
Old Dominion,old dominion,Sun Belt,meta:sp_defense,25.8
Old Dominion,old dominion,Sun Belt,meta:sp_offense,19.6
Old Dominion,old dominion,Sun Belt,meta:sp_special,-0.7
Old Dominion,old dominion,Sun Belt,meta:talent_raw,544.25
Western Kentucky,western kentucky,Conference USA,fpi,-4.859
Western Kentucky,western kentucky,Conference USA,sp_plus,-7.3
Western Kentucky,western kentucky,Conference USA,talent,-6.0534
Western Kentucky,western kentucky,Conference USA,meta:returning_ppa,312.2
Western Kentucky,western kentucky,Conference USA,meta:sp_defense,32.0
Western Kentucky,western kentucky,Conference USA,meta:sp_offense,24.2
Western Kentucky,western kentucky,Conference USA,meta:sp_special,0.5
Western Kentucky,western kentucky,Conference USA,meta:talent_raw,611.52
Jacksonville State,jacksonville state,Conference USA,elo,-6.8626
Jacksonville State,jacksonville state,Conference USA,fpi,-13.934
Jacksonville State,jacksonville state,Conference USA,sp_plus,-7.8
Jacksonville State,jacksonville state,Conference USA,talent,-6.9232
Jacksonville State,jacksonville state,Conference USA,meta:elo_raw,1432.0
Jacksonville State,jacksonville state,Conference USA,meta:returning_ppa,133.7
Jacksonville State,jacksonville state,Conference USA,meta:sp_defense,32.0
Jacksonville State,jacksonville state,Conference USA,meta:sp_offense,24.8
Jacksonville State,jacksonville state,Conference USA,meta:sp_special,-0.5
Jacksonville State,jacksonville state,Conference USA,meta:talent_raw,602.83
Utah State,utah state,Pac-12,fpi,-6.707
Utah State,utah state,Pac-12,sp_plus,-7.9
Utah State,utah state,Pac-12,talent,-12.8135
Utah State,utah state,Pac-12,meta:returning_ppa,215.0
Utah State,utah state,Pac-12,meta:sp_defense,30.8
Utah State,utah state,Pac-12,meta:sp_offense,23.4
Utah State,utah state,Pac-12,meta:sp_special,-0.5
Utah State,utah state,Pac-12,meta:talent_raw,543.98
Troy,troy,Sun Belt,fpi,-7.359
Troy,troy,Sun Belt,sp_plus,-8.0
Troy,troy,Sun Belt,talent,-7.5878
Troy,troy,Sun Belt,meta:returning_ppa,75.1
Troy,troy,Sun Belt,meta:sp_defense,30.7
Troy,troy,Sun Belt,meta:sp_offense,22.5
Troy,troy,Sun Belt,meta:sp_special,0.2
Troy,troy,Sun Belt,meta:talent_raw,596.19
Marshall,marshall,Sun Belt,fpi,-8.786
Marshall,marshall,Sun Belt,sp_plus,-8.2
Marshall,marshall,Sun Belt,talent,-7.7359
Marshall,marshall,Sun Belt,meta:returning_ppa,284.6
Marshall,marshall,Sun Belt,meta:sp_defense,36.0
Marshall,marshall,Sun Belt,meta:sp_offense,27.6
Marshall,marshall,Sun Belt,meta:sp_special,0.3
Marshall,marshall,Sun Belt,meta:talent_raw,594.71
Louisiana Tech,louisiana tech,Sun Belt,fpi,-9.556
Louisiana Tech,louisiana tech,Sun Belt,sp_plus,-9.1
Louisiana Tech,louisiana tech,Sun Belt,talent,-12.9096
Louisiana Tech,louisiana tech,Sun Belt,meta:returning_ppa,138.6
Louisiana Tech,louisiana tech,Sun Belt,meta:sp_defense,31.0
Louisiana Tech,louisiana tech,Sun Belt,meta:sp_offense,21.9
Louisiana Tech,louisiana tech,Sun Belt,meta:sp_special,0.0
Louisiana Tech,louisiana tech,Sun Belt,meta:talent_raw,543.02
Temple,temple,American Athletic,fpi,-8.6
Temple,temple,American Athletic,sp_plus,-9.1
Temple,temple,American Athletic,talent,-4.0967
Temple,temple,American Athletic,meta:returning_ppa,96.1
Temple,temple,American Athletic,meta:sp_defense,34.4
Temple,temple,American Athletic,meta:sp_offense,25.0
Temple,temple,American Athletic,meta:sp_special,0.3
Temple,temple,American Athletic,meta:talent_raw,631.07
Toledo,toledo,Mid-American,fpi,-2.972
Toledo,toledo,Mid-American,sp_plus,-9.1
Toledo,toledo,Mid-American,talent,-11.5844
Toledo,toledo,Mid-American,meta:returning_ppa,224.9
Toledo,toledo,Mid-American,meta:sp_defense,26.6
Toledo,toledo,Mid-American,meta:sp_offense,17.9
Toledo,toledo,Mid-American,meta:sp_special,-0.4
Toledo,toledo,Mid-American,meta:talent_raw,556.26
Louisiana,louisiana,Sun Belt,fpi,-8.278
Louisiana,louisiana,Sun Belt,sp_plus,-10.6
Louisiana,louisiana,Sun Belt,talent,-8.1133
Louisiana,louisiana,Sun Belt,meta:returning_ppa,189.3
Louisiana,louisiana,Sun Belt,meta:sp_defense,34.6
Louisiana,louisiana,Sun Belt,meta:sp_offense,24.4
Louisiana,louisiana,Sun Belt,meta:sp_special,-0.5
Louisiana,louisiana,Sun Belt,meta:talent_raw,590.94
Georgia Southern,georgia southern,Sun Belt,fpi,-8.701
Georgia Southern,georgia southern,Sun Belt,sp_plus,-10.8
Georgia Southern,georgia southern,Sun Belt,talent,-3.7844
Georgia Southern,georgia southern,Sun Belt,meta:returning_ppa,19.4
Georgia Southern,georgia southern,Sun Belt,meta:sp_defense,33.5
Georgia Southern,georgia southern,Sun Belt,meta:sp_offense,22.7
Georgia Southern,georgia southern,Sun Belt,meta:sp_special,0.0
Georgia Southern,georgia southern,Sun Belt,meta:talent_raw,634.19
Wyoming,wyoming,Mountain West,fpi,-13.069
Wyoming,wyoming,Mountain West,sp_plus,-10.8
Wyoming,wyoming,Mountain West,talent,-14.3839
Wyoming,wyoming,Mountain West,meta:returning_ppa,36.8
Wyoming,wyoming,Mountain West,meta:sp_defense,25.6
Wyoming,wyoming,Mountain West,meta:sp_offense,15.5
Wyoming,wyoming,Mountain West,meta:sp_special,-0.6
Wyoming,wyoming,Mountain West,meta:talent_raw,528.29
North Texas,north texas,American Athletic,fpi,-6.401
North Texas,north texas,American Athletic,sp_plus,-11.6
North Texas,north texas,American Athletic,talent,-6.9983
North Texas,north texas,American Athletic,meta:returning_ppa,13.8
North Texas,north texas,American Athletic,meta:sp_defense,35.0
North Texas,north texas,American Athletic,meta:sp_offense,23.7
North Texas,north texas,American Athletic,meta:sp_special,-0.2
North Texas,north texas,American Athletic,meta:talent_raw,602.08
Arkansas State,arkansas state,Sun Belt,fpi,-9.153
Arkansas State,arkansas state,Sun Belt,sp_plus,-11.6
Arkansas State,arkansas state,Sun Belt,talent,-6.5839
Arkansas State,arkansas state,Sun Belt,meta:returning_ppa,73.9
Arkansas State,arkansas state,Sun Belt,meta:sp_defense,33.8
Arkansas State,arkansas state,Sun Belt,meta:sp_offense,22.1
Arkansas State,arkansas state,Sun Belt,meta:sp_special,0.1
Arkansas State,arkansas state,Sun Belt,meta:talent_raw,606.22
Colorado State,colorado state,Pac-12,fpi,-12.364
Colorado State,colorado state,Pac-12,sp_plus,-11.6
Colorado State,colorado state,Pac-12,talent,-3.1719
Colorado State,colorado state,Pac-12,meta:returning_ppa,79.6
Colorado State,colorado state,Pac-12,meta:sp_defense,28.3
Colorado State,colorado state,Pac-12,meta:sp_offense,16.8
Colorado State,colorado state,Pac-12,meta:sp_special,-0.1
Colorado State,colorado state,Pac-12,meta:talent_raw,640.31
Nevada,nevada,Mountain West,fpi,-11.931
Nevada,nevada,Mountain West,sp_plus,-11.7
Nevada,nevada,Mountain West,talent,-12.2119
Nevada,nevada,Mountain West,meta:returning_ppa,32.3
Nevada,nevada,Mountain West,meta:sp_defense,29.7
Nevada,nevada,Mountain West,meta:sp_offense,17.6
Nevada,nevada,Mountain West,meta:sp_special,0.4
Nevada,nevada,Mountain West,meta:talent_raw,549.99
Ohio,ohio,Mid-American,fpi,-7.957
Ohio,ohio,Mid-American,sp_plus,-11.8
Ohio,ohio,Mid-American,talent,-14.9294
Ohio,ohio,Mid-American,meta:returning_ppa,205.6
Ohio,ohio,Mid-American,meta:sp_defense,25.3
Ohio,ohio,Mid-American,meta:sp_offense,14.1
Ohio,ohio,Mid-American,meta:sp_special,-0.6
Ohio,ohio,Mid-American,meta:talent_raw,522.84
UConn,uconn,FBS Independents,fpi,-11.163
UConn,uconn,FBS Independents,sp_plus,-11.9
UConn,uconn,FBS Independents,talent,-1.9458
UConn,uconn,FBS Independents,meta:returning_ppa,11.4
UConn,uconn,FBS Independents,meta:sp_defense,32.4
UConn,uconn,FBS Independents,meta:sp_offense,19.9
UConn,uconn,FBS Independents,meta:sp_special,0.6
UConn,uconn,FBS Independents,meta:talent_raw,652.56
App State,app state,Sun Belt,fpi,-9.767
App State,app state,Sun Belt,sp_plus,-12.7
App State,app state,Sun Belt,talent,-5.0435
App State,app state,Sun Belt,meta:returning_ppa,107.7
App State,app state,Sun Belt,meta:sp_defense,33.9
App State,app state,Sun Belt,meta:sp_offense,20.8
App State,app state,Sun Belt,meta:sp_special,0.3
App State,app state,Sun Belt,meta:talent_raw,621.61
Buffalo,buffalo,Mid-American,fpi,-10.782
Buffalo,buffalo,Mid-American,sp_plus,-12.7
Buffalo,buffalo,Mid-American,talent,-12.28
Buffalo,buffalo,Mid-American,meta:returning_ppa,-1.6
Buffalo,buffalo,Mid-American,meta:sp_defense,28.5
Buffalo,buffalo,Mid-American,meta:sp_offense,15.3
Buffalo,buffalo,Mid-American,meta:sp_special,0.6
Buffalo,buffalo,Mid-American,meta:talent_raw,549.31
Kennesaw State,kennesaw state,Conference USA,fpi,-9.012
Kennesaw State,kennesaw state,Conference USA,sp_plus,-12.9
Kennesaw State,kennesaw state,Conference USA,talent,-16.9291
Kennesaw State,kennesaw state,Conference USA,meta:returning_ppa,23.1
Kennesaw State,kennesaw state,Conference USA,meta:sp_defense,31.8
Kennesaw State,kennesaw state,Conference USA,meta:sp_offense,19.5
Kennesaw State,kennesaw state,Conference USA,meta:sp_special,-0.5
Kennesaw State,kennesaw state,Conference USA,meta:talent_raw,502.86
Delaware,delaware,Conference USA,fpi,-6.555
Delaware,delaware,Conference USA,sp_plus,-12.9
Delaware,delaware,Conference USA,talent,-18.8689
Delaware,delaware,Conference USA,meta:returning_ppa,299.8
Delaware,delaware,Conference USA,meta:sp_defense,35.4
Delaware,delaware,Conference USA,meta:sp_offense,22.8
Delaware,delaware,Conference USA,meta:sp_special,-0.3
Delaware,delaware,Conference USA,meta:talent_raw,483.48
Florida International,florida international,Conference USA,fpi,-12.58
Florida International,florida international,Conference USA,sp_plus,-14.5
Florida International,florida international,Conference USA,talent,-6.4498
Florida International,florida international,Conference USA,meta:returning_ppa,75.2
Florida International,florida international,Conference USA,meta:sp_defense,35.3
Florida International,florida international,Conference USA,meta:sp_offense,21.1
Florida International,florida international,Conference USA,meta:sp_special,-0.3
Florida International,florida international,Conference USA,meta:talent_raw,607.56
South Alabama,south alabama,Sun Belt,fpi,-10.531
South Alabama,south alabama,Sun Belt,sp_plus,-14.6
South Alabama,south alabama,Sun Belt,talent,-9.8708
South Alabama,south alabama,Sun Belt,meta:returning_ppa,180.8
South Alabama,south alabama,Sun Belt,meta:sp_defense,35.9
South Alabama,south alabama,Sun Belt,meta:sp_offense,22.0
South Alabama,south alabama,Sun Belt,meta:sp_special,-0.7
South Alabama,south alabama,Sun Belt,meta:talent_raw,573.38
Coastal Carolina,coastal carolina,Sun Belt,fpi,-12.093
Coastal Carolina,coastal carolina,Sun Belt,sp_plus,-14.7
Coastal Carolina,coastal carolina,Sun Belt,talent,-9.8128
Coastal Carolina,coastal carolina,Sun Belt,meta:returning_ppa,28.4
Coastal Carolina,coastal carolina,Sun Belt,meta:sp_defense,34.8
Coastal Carolina,coastal carolina,Sun Belt,meta:sp_offense,20.6
Coastal Carolina,coastal carolina,Sun Belt,meta:sp_special,-0.5
Coastal Carolina,coastal carolina,Sun Belt,meta:talent_raw,573.96
Bowling Green,bowling green,Mid-American,fpi,-13.682
Bowling Green,bowling green,Mid-American,sp_plus,-15.0
Bowling Green,bowling green,Mid-American,talent,-10.3763
Bowling Green,bowling green,Mid-American,meta:returning_ppa,-7.1
Bowling Green,bowling green,Mid-American,meta:sp_defense,29.2
Bowling Green,bowling green,Mid-American,meta:sp_offense,13.9
Bowling Green,bowling green,Mid-American,meta:sp_special,0.3
Bowling Green,bowling green,Mid-American,meta:talent_raw,568.33
Central Michigan,central michigan,Mid-American,fpi,-12.806
Central Michigan,central michigan,Mid-American,sp_plus,-15.1
Central Michigan,central michigan,Mid-American,talent,-13.2108
Central Michigan,central michigan,Mid-American,meta:returning_ppa,134.9
Central Michigan,central michigan,Mid-American,meta:sp_defense,30.4
Central Michigan,central michigan,Mid-American,meta:sp_offense,15.5
Central Michigan,central michigan,Mid-American,meta:sp_special,-0.2
Central Michigan,central michigan,Mid-American,meta:talent_raw,540.01
Rice,rice,American Athletic,fpi,-13.439
Rice,rice,American Athletic,sp_plus,-15.3
Rice,rice,American Athletic,talent,-8.2184
Rice,rice,American Athletic,meta:returning_ppa,32.7
Rice,rice,American Athletic,meta:sp_defense,32.5
Rice,rice,American Athletic,meta:sp_offense,16.7
Rice,rice,American Athletic,meta:sp_special,0.5
Rice,rice,American Athletic,meta:talent_raw,589.89
San José State,san jose state,Mountain West,elo,-10.8971
San José State,san jose state,Mountain West,fpi,-11.845
San José State,san jose state,Mountain West,sp_plus,-15.7
San José State,san jose state,Mountain West,talent,-10.2842
San José State,san jose state,Mountain West,meta:elo_raw,1395.0
San José State,san jose state,Mountain West,meta:returning_ppa,11.2
San José State,san jose state,Mountain West,meta:sp_defense,33.5
San José State,san jose state,Mountain West,meta:sp_offense,18.3
San José State,san jose state,Mountain West,meta:sp_special,-0.5
San José State,san jose state,Mountain West,meta:talent_raw,569.25
Eastern Michigan,eastern michigan,Mid-American,elo,-15.8038
Eastern Michigan,eastern michigan,Mid-American,fpi,-15.067
Eastern Michigan,eastern michigan,Mid-American,sp_plus,-16.1
Eastern Michigan,eastern michigan,Mid-American,talent,-9.1442
Eastern Michigan,eastern michigan,Mid-American,meta:elo_raw,1350.0
Eastern Michigan,eastern michigan,Mid-American,meta:returning_ppa,228.5
Eastern Michigan,eastern michigan,Mid-American,meta:sp_defense,33.4
Eastern Michigan,eastern michigan,Mid-American,meta:sp_offense,17.2
Eastern Michigan,eastern michigan,Mid-American,meta:sp_special,0.0
Eastern Michigan,eastern michigan,Mid-American,meta:talent_raw,580.64
Northern Illinois,northern illinois,Mountain West,fpi,-14.51
Northern Illinois,northern illinois,Mountain West,sp_plus,-17.2
Northern Illinois,northern illinois,Mountain West,talent,-13.5541
Northern Illinois,northern illinois,Mountain West,meta:returning_ppa,35.8
Northern Illinois,northern illinois,Mountain West,meta:sp_defense,32.1
Northern Illinois,northern illinois,Mountain West,meta:sp_offense,15.2
Northern Illinois,northern illinois,Mountain West,meta:sp_special,-0.2
Northern Illinois,northern illinois,Mountain West,meta:talent_raw,536.58
UAB,uab,American Athletic,fpi,-15.451
UAB,uab,American Athletic,sp_plus,-17.5
UAB,uab,American Athletic,talent,-6.5879
UAB,uab,American Athletic,meta:returning_ppa,245.1
UAB,uab,American Athletic,meta:sp_defense,37.6
UAB,uab,American Athletic,meta:sp_offense,20.6
UAB,uab,American Athletic,meta:sp_special,-0.5
UAB,uab,American Athletic,meta:talent_raw,606.18
New Mexico State,new mexico state,Conference USA,elo,-25.7264
New Mexico State,new mexico state,Conference USA,fpi,-14.005
New Mexico State,new mexico state,Conference USA,sp_plus,-18.5
New Mexico State,new mexico state,Conference USA,talent,-21.1809
New Mexico State,new mexico state,Conference USA,meta:elo_raw,1259.0
New Mexico State,new mexico state,Conference USA,meta:returning_ppa,34.2
